,year,country,Tools,Vehicles,Weapons,Prom Tools,Prom Vehicles,Prom Weapons,amount,conflict,conflict-1-to-3,conflict-4-to-6,conflict-7-to-9,Prom USA,country encoded
1930,1952,Australia,0.0,45.0,0.0,37.0,161.66666666666666,4.0,0.0,0,0,0,0,0.0,7
1931,1953,Australia,0.0,39.0,0.0,37.0,168.33333333333334,4.0,0.0,0,0,0,0,0.0,7
1932,1954,Australia,0.0,72.0,0.0,37.0,147.33333333333334,0.0,0.0,0,0,0,0,0.0,7
1933,1955,Australia,0.0,272.0,0.0,0.0,52.0,0.0,0.0,0,0,0,0,0.0,7
1934,1957,Australia,4.0,16.0,0.0,0.0,114.66666666666667,0.0,0.0,0,0,0,0,0.0,7
1935,1958,Australia,0.0,38.0,20.0,1.3333333333333333,96.0,0.0,0.0,0,0,0,0,0.0,7
1936,1959,Australia,0.0,65.0,905.0,1.3333333333333333,18.0,6.666666666666667,0.0,0,0,0,0,0.0,7
1937,1961,Australia,6.0,173.0,0.0,0.0,34.333333333333336,308.3333333333333,0.0,0,0,0,0,0.0,7
1938,1962,Australia,0.0,4.0,1500.0,2.0,79.33333333333333,301.6666666666667,0.0,0,0,0,0,0.0,7
1939,1963,Australia,4.0,59.0,250.0,2.0,59.0,500.0,0.0,0,0,0,0,0.0,7
1940,1964,Australia,0.0,30.0,200.0,3.3333333333333335,78.66666666666667,583.3333333333334,0.0,0,0,0,0,0.0,7
1941,1965,Australia,100.0,104.0,0.0,1.3333333333333333,31.0,650.0,0.0,0,0,0,0,0.0,7
1942,1966,Australia,3.0,24.0,0.0,34.666666666666664,64.33333333333333,150.0,0.0,0,0,0,0,0.0,7
1943,1967,Australia,1.0,42.0,0.0,34.333333333333336,52.666666666666664,66.66666666666667,0.0,0,0,0,0,0.0,7
1944,1968,Australia,0.0,27.0,260.0,34.666666666666664,56.666666666666664,0.0,0.0,0,0,0,0,0.0,7
1945,1969,Australia,6.0,12.0,169.0,1.3333333333333333,31.0,86.66666666666667,0.0,0,0,0,0,0.0,7
1946,1970,Australia,0.0,30.0,0.0,2.3333333333333335,27.0,143.0,0.0,0,0,0,0,0.0,7
1947,1971,Australia,0.0,70.0,0.0,2.0,23.0,143.0,0.0,0,0,0,0,0.0,7
1948,1972,Australia,0.0,59.0,0.0,2.0,37.333333333333336,56.333333333333336,0.0,0,0,0,0,0.0,7
1949,1973,Australia,5.0,0.0,200.0,0.0,53.0,0.0,0.0,0,0,0,0,0.0,7
1950,1974,Australia,0.0,0.0,206.0,1.6666666666666667,43.0,66.66666666666667,0.0,0,0,0,0,0.0,7
1951,1975,Australia,0.0,63.0,690.0,1.6666666666666667,19.666666666666668,135.33333333333334,0.0,0,0,0,0,0.0,7
1952,1976,Australia,0.0,80.0,300.0,1.6666666666666667,21.0,365.3333333333333,0.0,0,0,0,0,0.0,7
1953,1977,Australia,13.0,18.0,0.0,0.0,47.666666666666664,398.6666666666667,0.0,0,0,0,0,0.0,7
1954,1980,Australia,15.0,33.0,136.0,4.333333333333333,6.0,0.0,0.0,0,0,0,0,0.0,7
1955,1981,Australia,0.0,75.0,550.0,5.0,11.0,45.333333333333336,0.0,0,0,0,0,0.0,7
1956,1982,Australia,7.0,22.0,311.0,5.0,36.0,228.66666666666666,0.0,0,0,0,0,0.0,7
1957,1983,Australia,0.0,10.0,570.0,7.333333333333333,43.333333333333336,332.3333333333333,0.0,0,0,0,0,0.0,7
1958,1984,Australia,6.0,0.0,300.0,2.3333333333333335,35.666666666666664,477.0,0.0,0,0,0,0,0.0,7
1959,1985,Australia,0.0,8.0,100.0,4.333333333333333,10.666666666666666,393.6666666666667,0.0,0,0,0,0,0.0,7
1960,1986,Australia,77.0,89.0,0.0,2.0,6.0,323.3333333333333,0.0,0,0,0,0,0.0,7
1961,1987,Australia,6.0,31.0,128.0,27.666666666666668,32.333333333333336,133.33333333333334,0.0,0,0,0,0,0.0,7
1962,1988,Australia,0.0,6.0,141.0,27.666666666666668,42.666666666666664,76.0,0.0,0,0,0,0,0.0,7
1963,1989,Australia,20.0,24.0,18.0,27.666666666666668,42.0,89.66666666666667,0.0,0,0,0,0,0.0,7
1964,1991,Australia,16.0,6.0,32.0,6.666666666666667,10.0,53.0,0.0,0,0,0,0,0.0,7
1965,1992,Australia,97.0,33.0,64.0,12.0,10.0,16.666666666666668,0.0,0,0,0,0,0.0,7
1966,1993,Australia,8.0,17.0,0.0,37.666666666666664,13.0,32.0,0.0,0,0,0,0,0.0,7
1967,1994,Australia,6.0,9.0,50.0,40.333333333333336,18.666666666666668,32.0,0.0,0,0,0,0,0.0,7
1968,1995,Australia,32.0,26.0,12.0,37.0,19.666666666666668,38.0,0.0,0,0,0,0,0.0,7
1969,1996,Australia,0.0,21.0,20.0,15.333333333333334,17.333333333333332,20.666666666666668,0.0,0,0,0,0,0.0,7
1970,1997,Australia,0.0,33.0,0.0,12.666666666666666,18.666666666666668,27.333333333333332,0.0,0,0,0,0,0.0,7
1971,1998,Australia,154.0,84.0,650.0,10.666666666666666,26.666666666666668,10.666666666666666,0.0,0,0,0,0,0.0,7
1972,1999,Australia,360.0,0.0,339.0,51.333333333333336,46.0,223.33333333333334,0.0,0,0,0,0,0.0,7
1973,2000,Australia,71.0,4.0,250.0,171.33333333333334,39.0,329.6666666666667,236786.0,0,0,0,0,0.0,7
1974,2001,Australia,0.0,22.0,100.0,195.0,29.333333333333332,413.0,349408.0,0,0,0,0,78928.66666666667,7
1975,2002,Australia,0.0,75.0,859.0,143.66666666666666,8.666666666666666,229.66666666666666,95292.0,0,0,0,0,195398.0,7
1976,2004,Australia,10.0,79.0,0.0,1.6666666666666667,32.333333333333336,745.0,0.0,0,1,0,0,148233.33333333334,7
1977,2005,Australia,29.0,52.0,275.0,5.0,51.333333333333336,711.6666666666666,0.0,0,1,0,0,31764.0,7
1978,2006,Australia,144.0,44.0,963.0,14.666666666666666,43.666666666666664,517.0,0.0,0,1,0,0,0.0,7
1979,2007,Australia,274.0,65.0,747.0,61.0,58.333333333333336,412.6666666666667,0.0,0,0,1,0,0.0,7
1980,2008,Australia,54.0,0.0,419.0,149.0,53.666666666666664,661.6666666666666,7000.0,0,0,1,0,0.0,7
1981,2009,Australia,7.0,87.0,0.0,157.33333333333334,36.333333333333336,709.6666666666666,200000.0,0,0,1,0,2333.3333333333335,7
1982,2010,Australia,3.0,10.0,38.0,111.66666666666667,50.666666666666664,388.6666666666667,0.0,0,0,0,1,69000.0,7
1983,2011,Australia,126.0,30.0,371.0,21.333333333333332,32.333333333333336,152.33333333333334,0.0,0,0,0,1,69000.0,7
1984,2012,Australia,234.0,19.0,433.0,45.333333333333336,42.333333333333336,136.33333333333334,13814.0,0,0,0,1,66666.66666666667,7
1985,2013,Australia,0.0,12.0,1710.0,121.0,19.666666666666668,280.6666666666667,0.0,0,0,0,0,4604.666666666667,7
1986,2014,Australia,3.0,27.0,9.0,120.0,20.333333333333332,838.0,0.0,0,0,0,0,4604.666666666667,7
1987,2015,Australia,49.0,64.0,16.0,79.0,19.333333333333332,717.3333333333334,0.0,0,0,0,0,4604.666666666667,7
1988,2016,Australia,2.0,17.0,80.0,17.333333333333332,34.333333333333336,578.3333333333334,39000.0,0,0,0,0,0.0,7
1989,2017,Australia,0.0,27.0,0.0,18.0,36.0,35.0,0.0,0,0,0,0,13000.0,7
1990,1952,Austria,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,8
1991,1955,Austria,0.0,109.0,281.0,0.0,8.333333333333334,0.0,0.0,0,0,0,0,0.0,8
1992,1956,Austria,3.0,260.0,0.0,0.0,36.333333333333336,93.66666666666667,0.0,0,0,0,0,0.0,8
1993,1957,Austria,0.0,61.0,24.0,1.0,123.0,93.66666666666667,0.0,0,0,0,0,0.0,8
1994,1958,Austria,3.0,43.0,0.0,1.0,143.33333333333334,101.66666666666667,0.0,0,0,0,0,0.0,8
1995,1959,Austria,0.0,24.0,76.0,2.0,121.33333333333333,8.0,0.0,0,0,0,0,0.0,8
1996,1960,Austria,0.0,11.0,0.0,1.0,42.666666666666664,33.333333333333336,0.0,0,0,0,0,0.0,8
1997,1961,Austria,0.0,30.0,0.0,1.0,26.0,25.333333333333332,0.0,0,0,0,0,0.0,8
1998,1962,Austria,0.0,164.0,20.0,0.0,21.666666666666668,25.333333333333332,0.0,0,0,0,0,0.0,8
1999,1963,Austria,41.0,24.0,0.0,0.0,68.33333333333333,6.666666666666667,0.0,0,0,0,0,0.0,8
2000,1964,Austria,2.0,0.0,0.0,13.666666666666666,72.66666666666667,6.666666666666667,0.0,0,0,0,0,0.0,8
2001,1965,Austria,0.0,22.0,0.0,14.333333333333334,62.666666666666664,6.666666666666667,0.0,0,0,0,0,0.0,8
2002,1966,Austria,0.0,12.0,0.0,14.333333333333334,15.333333333333334,0.0,0.0,0,0,0,0,0.0,8
2003,1968,Austria,80.0,32.0,0.0,0.0,11.333333333333334,0.0,0.0,0,0,0,0,0.0,8
2004,1969,Austria,0.0,24.0,0.0,26.666666666666668,14.666666666666666,0.0,0.0,0,0,0,0,0.0,8
2005,1972,Austria,0.0,0.0,38.0,0.0,8.0,0.0,0.0,0,0,0,0,0.0,8
2006,1973,Austria,0.0,14.0,0.0,0.0,0.0,12.666666666666666,0.0,0,0,0,0,0.0,8
2007,1975,Austria,0.0,24.0,0.0,0.0,4.666666666666667,12.666666666666666,0.0,0,0,0,0,0.0,8
2008,1977,Austria,5.0,35.0,0.0,0.0,8.0,0.0,0.0,0,0,0,0,0.0,8
2009,1978,Austria,0.0,24.0,0.0,1.6666666666666667,19.666666666666668,0.0,0.0,0,0,0,0,0.0,8
2010,1979,Austria,37.0,87.0,92.0,1.6666666666666667,19.666666666666668,0.0,0.0,0,0,0,0,0.0,8
2011,1980,Austria,0.0,50.0,0.0,14.0,48.666666666666664,30.666666666666668,0.0,0,0,0,0,0.0,8
2012,1981,Austria,16.0,6.0,0.0,12.333333333333334,53.666666666666664,30.666666666666668,0.0,0,0,0,0,0.0,8
2013,1982,Austria,0.0,5.0,0.0,17.666666666666668,47.666666666666664,30.666666666666668,0.0,0,0,0,0,0.0,8
2014,1984,Austria,0.0,120.0,0.0,5.333333333333333,3.6666666666666665,0.0,0.0,0,0,0,0,0.0,8
2015,1985,Austria,0.0,30.0,0.0,0.0,41.666666666666664,0.0,0.0,0,0,0,0,0.0,8
2016,1986,Austria,120.0,2.0,0.0,0.0,50.0,0.0,0.0,0,0,0,0,0.0,8
2017,1987,Austria,0.0,1.0,18.0,40.0,50.666666666666664,0.0,0.0,0,0,0,0,0.0,8
2018,1989,Austria,0.0,0.0,1000.0,40.0,1.0,6.0,0.0,0,0,0,0,0.0,8
2019,1992,Austria,0.0,0.0,20.0,0.0,0.0,333.3333333333333,0.0,0,0,0,0,0.0,8
2020,1993,Austria,0.0,0.0,500.0,0.0,0.0,6.666666666666667,0.0,0,0,0,0,0.0,8
2021,1994,Austria,0.0,0.0,117.0,0.0,0.0,173.33333333333334,0.0,0,0,0,0,0.0,8
2022,1995,Austria,22.0,3.0,54.0,0.0,0.0,212.33333333333334,0.0,0,0,0,0,0.0,8
2023,1996,Austria,5.0,183.0,4500.0,7.333333333333333,1.0,223.66666666666666,0.0,0,0,0,0,0.0,8
2024,1997,Austria,0.0,2.0,0.0,9.0,62.0,1557.0,0.0,0,0,0,0,0.0,8
2025,1998,Austria,0.0,1.0,0.0,9.0,62.666666666666664,1518.0,0.0,0,0,0,0,0.0,8
2026,1999,Austria,112.0,0.0,0.0,1.6666666666666667,62.0,1500.0,0.0,0,0,0,0,0.0,8
2027,2000,Austria,0.0,10.0,0.0,37.333333333333336,1.0,0.0,33000.0,0,0,0,0,0.0,8
2028,2002,Austria,0.0,5.0,0.0,37.333333333333336,3.3333333333333335,0.0,0.0,0,0,0,0,40653.333333333336,8
2029,2003,Austria,0.0,15.0,0.0,0.0,5.0,0.0,0.0,0,0,0,0,40653.333333333336,8
2030,2004,Austria,0.0,12.0,20.0,0.0,6.666666666666667,0.0,0.0,0,0,0,0,29653.333333333332,8
2031,2005,Austria,2.0,0.0,45.0,0.0,10.666666666666666,6.666666666666667,3253.0,0,0,0,0,0.0,8
2032,2008,Austria,0.0,150.0,0.0,0.6666666666666666,0.0,15.0,32339.0,0,0,0,0,6556.0,8
2033,2009,Austria,0.0,0.0,150.0,0.0,50.0,0.0,32397.0,0,0,0,0,16251.333333333334,8
2034,2013,Austria,0.0,0.0,6.0,0.0,0.0,0.0,15756.0,0,0,0,0,28909.333333333332,8
2035,2014,Austria,1.0,0.0,0.0,0.0,0.0,2.0,52530.0,0,0,0,0,26643.333333333332,8
2036,2015,Austria,0.0,22.0,7.0,0.3333333333333333,0.0,2.0,61407.0,0,0,0,0,30926.666666666668,8
2037,2016,Austria,32.0,0.0,50.0,0.3333333333333333,7.333333333333333,4.333333333333333,3000.0,0,0,0,0,43231.0,8
2038,2017,Austria,0.0,0.0,40.0,11.0,7.333333333333333,19.0,0.0,0,0,0,0,38979.0,8
2039,1996,Azerbaijan,0.0,6.0,0.0,0.0,50.0,0.0,0.0,0,1,1,0,0.0,9
2040,2000,Azerbaijan,0.0,1.0,0.0,0.0,0.0,0.0,1899767.0,0,1,1,1,0.0,9
2041,2002,Azerbaijan,0.0,46.0,108.0,0.0,0.3333333333333333,0.0,18525550.0,0,0,1,1,1865998.0,9
2042,2003,Azerbaijan,0.0,12.0,0.0,0.0,15.666666666666666,36.0,14420184.0,0,0,1,1,8041181.333333333,9
2043,2004,Azerbaijan,0.0,62.0,85.0,0.0,19.333333333333332,36.0,22001308.0,0,0,1,1,12214653.666666666,9
2044,2006,Azerbaijan,0.0,66.0,116.0,0.0,37.0,45.0,30906742.0,0,1,0,1,23154677.666666668,9
2045,2007,Azerbaijan,0.0,86.0,85.0,0.0,55.0,83.66666666666667,24744132.0,0,1,0,1,28650197.0,9
2046,2009,Azerbaijan,50.0,11.0,89.0,0.0,57.333333333333336,328.3333333333333,11993569.0,0,1,1,0,34873085.666666664,9
2047,2010,Azerbaijan,0.0,335.0,202.0,16.666666666666668,39.0,319.3333333333333,5904648.0,0,1,1,0,28568694.666666668,9
2048,2011,Azerbaijan,90.0,301.0,2177.0,16.666666666666668,122.0,358.3333333333333,15563781.0,0,1,1,0,22288866.666666668,9
2049,2013,Azerbaijan,0.0,12.0,350.0,30.333333333333332,212.0,882.3333333333334,8293204.0,0,1,1,1,15827469.0,9
2050,2017,Azerbaijan,0.0,34.0,800.0,2.6666666666666665,100.0,110.66666666666667,2000000.0,0,1,1,1,15511883.0,9
2051,1977,Bahamas,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,10
2052,1984,Bahamas,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,10
2053,1989,Bahamas,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,10
2054,1991,Bahamas,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0,0,0,0,0.0,10
2055,1997,Bahamas,0.0,2.0,0.0,0.0,0.0,0.0,1104000.0,0,0,0,0,345666.6666666667,10
2056,2005,Bahamas,0.0,1.0,0.0,0.0,0.0,0.0,3725250.0,0,0,0,0,2666342.3333333335,10
2057,2007,Bahamas,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,13604188.0,0,0,0,0,4520743.666666667,10
2058,2008,Bahamas,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,14252450.0,0,0,0,0,8168573.0,10
2059,2014,Bahamas,0.0,9.0,0.0,0.0,0.0,0.0,1230385.0,0,0,0,0,3029564.0,10
2060,2016,Bahamas,0.0,2.0,0.0,0.0,3.0,0.0,309000.0,0,0,0,0,1294405.3333333333,10
2061,1964,Bahrain,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,11
2062,1970,Bahrain,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,11
2063,1971,Bahrain,0.0,16.0,0.0,0.0,0.6666666666666666,0.0,0.0,0,0,0,0,0.0,11
2064,1972,Bahrain,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0,0,0,0,0.0,11
2065,1973,Bahrain,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0,0,0,0,0.0,11
2066,1977,Bahrain,0.0,25.0,110.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,11
2067,1978,Bahrain,0.0,1.0,0.0,0.0,8.333333333333334,36.666666666666664,0.0,0,0,0,0,0.0,11
2068,1979,Bahrain,6.0,4.0,197.0,0.0,8.666666666666666,36.666666666666664,0.0,0,0,0,0,0.0,11
2069,1981,Bahrain,0.0,13.0,0.0,2.0,1.6666666666666667,65.66666666666667,0.0,0,0,0,0,0.0,11
2070,1982,Bahrain,0.0,0.0,2000.0,2.0,5.666666666666667,65.66666666666667,0.0,0,0,0,0,0.0,11
2071,1984,Bahrain,6.0,2.0,2.0,0.0,4.333333333333333,666.6666666666666,0.0,0,0,0,0,0.0,11
2072,1985,Bahrain,13.0,14.0,104.0,2.0,0.6666666666666666,667.3333333333334,0.0,0,0,0,0,0.0,11
2073,1986,Bahrain,6.0,58.0,250.0,6.333333333333333,5.333333333333333,35.333333333333336,0.0,0,0,0,0,0.0,11
2074,1987,Bahrain,0.0,12.0,299.0,8.333333333333334,24.666666666666668,118.66666666666667,0.0,0,0,0,0,0.0,11
2075,1989,Bahrain,0.0,7.0,0.0,2.0,23.333333333333332,183.0,0.0,0,0,0,0,0.0,11
2076,1990,Bahrain,0.0,36.0,0.0,0.0,6.333333333333333,99.66666666666667,0.0,0,0,0,0,0.0,11
2077,1991,Bahrain,0.0,29.0,115.0,0.0,14.333333333333334,0.0,0.0,0,0,0,0,0.0,11
2078,1993,Bahrain,3.0,5.0,16.0,0.0,21.666666666666668,38.333333333333336,0.0,0,0,0,0,0.0,11
2079,1994,Bahrain,0.0,22.0,221.0,1.0,11.333333333333334,43.666666666666664,0.0,0,0,0,0,0.0,11
2080,1995,Bahrain,0.0,86.0,120.0,1.0,9.0,79.0,0.0,0,0,0,0,0.0,11
2081,1996,Bahrain,0.0,6.0,0.0,1.0,37.666666666666664,119.0,0.0,0,0,0,0,0.0,11
2082,1997,Bahrain,0.0,35.0,18.0,0.0,38.0,113.66666666666667,0.0,0,0,0,0,0.0,11
2083,1998,Bahrain,0.0,10.0,0.0,0.0,42.333333333333336,46.0,0.0,0,0,0,0,0.0,11
2084,1999,Bahrain,0.0,38.0,26.0,0.0,17.0,6.0,0.0,0,0,0,0,0.0,11
2085,2000,Bahrain,0.0,30.0,289.0,0.0,27.666666666666668,14.666666666666666,425380.0,0,0,0,0,0.0,11
2086,2001,Bahrain,0.0,13.0,0.0,0.0,26.0,105.0,12794124.0,0,0,0,0,141793.33333333334,11
2087,2002,Bahrain,0.0,3.0,11.0,0.0,27.0,105.0,28920195.0,0,0,0,0,4406501.333333333,11
2088,2003,Bahrain,0.0,6.0,105.0,0.0,15.333333333333334,100.0,90448000.0,0,0,0,0,14046566.333333334,11
2089,2004,Bahrain,1.0,22.0,20.0,0.0,7.333333333333333,38.666666666666664,39205193.0,0,0,0,0,44054106.333333336,11
2090,2005,Bahrain,0.0,1.0,6.0,0.3333333333333333,10.333333333333334,45.333333333333336,20985000.0,0,0,0,0,52857796.0,11
2091,2006,Bahrain,0.0,15.0,180.0,0.3333333333333333,9.666666666666666,43.666666666666664,24685838.0,0,0,0,0,50212731.0,11
2092,2007,Bahrain,0.0,50.0,8.0,0.3333333333333333,12.666666666666666,68.66666666666667,43064207.0,0,0,0,0,28292010.333333332,11
2093,2008,Bahrain,0.0,2.0,0.0,0.0,22.0,64.66666666666667,9099288.0,0,0,0,0,29578348.333333332,11
2094,2009,Bahrain,0.0,20.0,117.0,0.0,22.333333333333332,62.666666666666664,26244481.0,0,0,0,0,25616444.333333332,11
2095,2010,Bahrain,0.0,0.0,98.0,0.0,24.0,41.666666666666664,21640257.0,0,0,0,0,26135992.0,11
2096,2011,Bahrain,0.0,200.0,0.0,0.0,7.333333333333333,71.66666666666667,18351885.0,0,0,0,0,18994675.333333332,11
2097,2014,Bahrain,0.0,0.0,322.0,0.0,66.66666666666667,0.0,10972000.0,0,0,0,0,14438877.333333334,11
2098,2015,Bahrain,0.0,4.0,24.0,0.0,0.0,107.33333333333333,8527556.0,0,0,0,0,11978915.666666666,11
2099,2016,Bahrain,0.0,0.0,264.0,0.0,1.3333333333333333,115.33333333333333,5816000.0,0,0,0,0,11129780.333333334,11
2100,2017,Bahrain,52.0,46.0,0.0,0.0,1.3333333333333333,203.33333333333334,6600000.0,0,0,0,0,8438518.666666666,11
2101,1971,Bangladesh,0.0,14.0,30.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,12
2102,1972,Bangladesh,0.0,19.0,75.0,0.0,4.666666666666667,10.0,0.0,0,0,0,0,0.0,12
2103,1973,Bangladesh,0.0,11.0,0.0,0.0,11.0,35.0,0.0,0,0,0,0,0.0,12
2104,1974,Bangladesh,0.0,6.0,0.0,0.0,14.666666666666666,35.0,0.0,0,0,0,0,0.0,12
2105,1992,Bangladesh,0.0,6.0,15.0,1.3333333333333333,42.0,130.66666666666666,0.0,0,1,1,1,0.0,12
2106,1993,Bangladesh,1.0,6.0,60.0,1.3333333333333333,19.333333333333332,35.666666666666664,0.0,0,1,1,1,0.0,12
2107,1994,Bangladesh,4.0,0.0,14.0,0.3333333333333333,21.333333333333332,39.0,0.0,0,1,1,1,0.0,12
2108,1995,Bangladesh,10.0,41.0,19.0,1.6666666666666667,4.0,29.666666666666668,0.0,0,0,1,1,0.0,12
2109,1996,Bangladesh,0.0,4.0,0.0,5.0,15.666666666666666,31.0,0.0,0,0,1,1,0.0,12
2110,1997,Bangladesh,0.0,1.0,0.0,4.666666666666667,15.0,11.0,0.0,0,0,1,1,0.0,12
2111,1998,Bangladesh,8.0,5.0,13.0,3.3333333333333335,15.333333333333334,6.333333333333333,0.0,0,0,0,1,0.0,12
2112,1999,Bangladesh,1.0,12.0,100.0,2.6666666666666665,3.3333333333333335,4.333333333333333,0.0,0,0,0,1,0.0,12
2113,2000,Bangladesh,2.0,2.0,135.0,3.0,6.0,37.666666666666664,523014.0,0,0,0,1,0.0,12
2114,2001,Bangladesh,0.0,0.0,324.0,3.6666666666666665,6.333333333333333,82.66666666666667,809310.0,0,0,0,0,174338.0,12
2115,2002,Bangladesh,0.0,5.0,0.0,1.0,4.666666666666667,186.33333333333334,1022535.0,0,0,0,0,444108.0,12
2116,2003,Bangladesh,0.0,19.0,20.0,0.6666666666666666,2.3333333333333335,153.0,1834873.0,0,0,0,0,784953.0,12
2117,2004,Bangladesh,0.0,3.0,260.0,0.0,8.0,114.66666666666667,2078167.0,0,0,0,0,1222239.3333333333,12
2118,2007,Bangladesh,0.0,1.0,0.0,5.333333333333333,13.666666666666666,172.66666666666666,5646229.0,0,1,0,0,4349098.666666667,12
2119,2009,Bangladesh,0.0,232.0,0.0,5.333333333333333,13.0,0.0,30216134.0,0,1,1,0,7861694.666666667,12
2120,2010,Bangladesh,0.0,4.0,77.0,0.0,77.66666666666667,0.0,16005428.0,0,0,1,0,15093146.666666666,12
2121,2011,Bangladesh,77.0,77.0,126.0,0.0,78.66666666666667,25.666666666666668,16460339.0,0,0,1,0,18546213.0,12
2122,2012,Bangladesh,4.0,29.0,1303.0,25.666666666666668,104.33333333333333,67.66666666666667,34552777.0,0,0,1,1,20893967.0,12
2123,2013,Bangladesh,41.0,106.0,73.0,27.0,36.666666666666664,502.0,10223424.0,0,0,0,1,22339514.666666668,12
2124,2014,Bangladesh,0.0,5.0,340.0,40.666666666666664,70.66666666666667,500.6666666666667,89012477.0,0,0,0,1,20412180.0,12
2125,2015,Bangladesh,4.0,24.0,242.0,15.0,46.666666666666664,572.0,10206208.0,0,0,0,1,44596226.0,12
2126,2017,Bangladesh,86.0,607.0,80.0,2.3333333333333335,10.0,194.0,8760000.0,0,1,0,0,36054895.0,12
2127,1980,Barbados,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,13
2128,1984,Barbados,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,13
2129,2006,Barbados,0.0,3.0,0.0,0.0,0.0,0.0,165545.0,0,0,0,0,415222.3333333333,13
2130,1996,Belarus,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,14
2131,2005,Belarus,0.0,10.0,154.0,0.0,0.0,0.0,266171.0,0,0,0,0,181223.0,14
2132,2008,Belarus,0.0,0.0,18.0,0.0,3.3333333333333335,51.333333333333336,102211.0,0,0,0,0,292004.0,14
2133,2009,Belarus,0.0,8.0,200.0,0.0,0.0,6.0,371771.0,0,0,0,0,237350.66666666666,14
2134,2012,Belarus,8.0,8.0,250.0,0.0,2.6666666666666665,66.66666666666667,0.0,0,0,0,0,128954.66666666667,14
2135,2013,Belarus,0.0,10.0,100.0,2.6666666666666665,2.6666666666666665,83.33333333333333,3532.0,0,0,0,0,5031.0,14
2136,2014,Belarus,7.0,0.0,4.0,2.6666666666666665,6.0,116.66666666666667,578.0,0,0,0,0,1177.3333333333333,14
2137,2015,Belarus,8.0,17.0,0.0,5.0,6.0,118.0,2248.0,0,0,0,0,1370.0,14
2138,2016,Belarus,0.0,10.0,0.0,5.0,9.0,34.666666666666664,0.0,0,0,0,0,2119.3333333333335,14
2139,2017,Belarus,0.0,148.0,0.0,5.0,9.0,1.3333333333333333,0.0,0,0,0,0,942.0,14
2140,1946,Belgium,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,15
2141,1948,Belgium,0.0,52.0,0.0,0.0,2.3333333333333335,0.0,0.0,0,0,0,0,0.0,15
2142,1949,Belgium,0.0,252.0,0.0,0.0,19.666666666666668,0.0,0.0,0,0,0,0,0.0,15
2143,1950,Belgium,0.0,473.0,50.0,0.0,101.33333333333333,0.0,0.0,0,0,0,0,0.0,15
2144,1951,Belgium,0.0,438.0,42.0,0.0,259.0,16.666666666666668,0.0,0,0,0,0,0.0,15
2145,1952,Belgium,27.0,471.0,0.0,0.0,387.6666666666667,30.666666666666668,0.0,0,0,0,0,0.0,15
2146,1953,Belgium,0.0,213.0,0.0,9.0,460.6666666666667,30.666666666666668,0.0,0,0,0,0,0.0,15
2147,1954,Belgium,45.0,257.0,14.0,9.0,374.0,14.0,0.0,0,0,0,0,0.0,15
2148,1955,Belgium,0.0,12.0,565.0,24.0,313.6666666666667,4.666666666666667,0.0,0,0,0,0,0.0,15
2149,1956,Belgium,54.0,195.0,1000.0,15.0,160.66666666666666,193.0,0.0,0,0,0,0,0.0,15
2150,1957,Belgium,0.0,36.0,10.0,33.0,154.66666666666666,526.3333333333334,0.0,0,0,0,0,0.0,15
2151,1958,Belgium,0.0,4.0,750.0,18.0,81.0,525.0,0.0,0,0,0,0,0.0,15
2152,1959,Belgium,3.0,57.0,700.0,18.0,78.33333333333333,586.6666666666666,0.0,0,0,0,0,0.0,15
2153,1960,Belgium,0.0,140.0,0.0,1.0,32.333333333333336,486.6666666666667,0.0,0,0,0,0,0.0,15
2154,1961,Belgium,0.0,12.0,2500.0,1.0,67.0,483.3333333333333,0.0,0,0,0,0,0.0,15
2155,1962,Belgium,7.0,0.0,951.0,1.0,69.66666666666667,1066.6666666666667,0.0,0,0,0,0,0.0,15
2156,1964,Belgium,0.0,3.0,96.0,2.3333333333333335,4.0,1150.3333333333333,0.0,0,0,0,0,0.0,15
2157,1965,Belgium,4.0,42.0,52.0,2.3333333333333335,1.0,349.0,0.0,0,0,0,0,0.0,15
2158,1966,Belgium,2.0,0.0,0.0,1.3333333333333333,15.0,49.333333333333336,0.0,0,0,0,0,0.0,15
