,year,country,Tools,Vehicles,Weapons,Prom Tools,Prom Vehicles,Prom Weapons,amount,conflict,conflict-1-to-3,conflict-4-to-6,conflict-7-to-9,Prom USA,country encoded
0,1946,Bolivia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,21
1,1952,Bolivia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,21
2,1967,Bolivia,0.0,53.0,24.0,0.0,9.333333333333334,0.0,0.0,1,0,0,0,0.0,21
3,1946,Cambodia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,30
4,1947,Cambodia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,30
5,1948,Cambodia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,30
6,1949,Cambodia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,30
7,1950,Cambodia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0.0,30
8,1951,Cambodia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0.0,30
9,1952,Cambodia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0.0,30
10,1953,Cambodia,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0.0,30
11,1946,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,37
12,1947,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,37
13,1948,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,37
14,1949,China,0.0,5200.0,3000.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,37
15,1946,Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,70
16,1947,Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,70
17,1948,Greece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,70
18,1949,Greece,0.0,105.0,587.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,70
19,1946,Indonesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,83
20,1947,Indonesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,83
21,1948,Indonesia,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,83
22,1949,Indonesia,0.0,7.0,0.0,0.0,3.0,0.0,0.0,1,1,0,0,0.0,83
23,1946,Iran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,84
24,1966,Iran,8.0,176.0,3721.0,1.3333333333333333,75.66666666666667,108.33333333333333,0.0,1,0,0,0,0.0,84
25,1967,Iran,0.0,51.0,1065.0,3.3333333333333335,102.66666666666667,1348.6666666666667,0.0,1,1,0,0,0.0,84
26,1968,Iran,0.0,542.0,0.0,3.3333333333333335,77.0,1703.6666666666667,0.0,1,1,0,0,0.0,84
27,1979,Iran,0.0,5.0,0.0,0.0,111.66666666666667,10401.666666666666,0.0,1,0,1,0,0.0,84
28,1980,Iran,0.0,130.0,0.0,0.0,12.666666666666666,8.333333333333334,0.0,1,1,1,0,0.0,84
29,1981,Iran,0.0,856.0,2600.0,0.0,46.666666666666664,8.333333333333334,0.0,1,1,0,1,0.0,84
30,1982,Iran,0.0,326.0,6700.0,0.0,330.3333333333333,866.6666666666666,0.0,1,1,0,1,0.0,84
31,1983,Iran,35.0,53.0,480.0,0.0,437.3333333333333,3100.0,0.0,1,1,1,1,0.0,84
32,1984,Iran,0.0,3.0,500.0,11.666666666666666,411.6666666666667,3260.0,0.0,1,1,1,0,0.0,84
33,1985,Iran,0.0,58.0,1939.0,11.666666666666666,127.33333333333333,2560.0,0.0,1,1,1,0,0.0,84
34,1986,Iran,0.0,903.0,7677.0,11.666666666666666,38.0,973.0,0.0,1,1,1,1,0.0,84
35,1987,Iran,0.0,212.0,0.0,0.0,321.3333333333333,3372.0,0.0,1,1,1,1,0.0,84
36,1988,Iran,25.0,25.0,100.0,0.0,391.0,3205.3333333333335,0.0,1,1,1,1,0.0,84
37,1990,Iran,0.0,182.0,115.0,8.333333333333334,173.0,383.3333333333333,0.0,1,1,1,1,0.0,84
38,1993,Iran,304.0,124.0,1100.0,0.3333333333333333,351.3333333333333,245.33333333333334,0.0,1,1,1,1,0.0,84
39,1996,Iran,3.0,0.0,150.0,101.33333333333333,45.666666666666664,407.3333333333333,0.0,1,1,1,1,0.0,84
40,2016,Iran,0.0,0.0,0.0,0.6666666666666666,0.0,51.333333333333336,0.0,1,0,1,1,106.33333333333333,84
41,1946,Israel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,87
42,1946,Laos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,99
43,1947,Laos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,99
44,1948,Laos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,99
45,1949,Laos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,99
46,1950,Laos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0.0,99
47,1951,Laos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0.0,99
48,1952,Laos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0.0,99
49,1953,Laos,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0.0,99
50,1946,Philippines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,148
51,1947,Philippines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,148
52,1948,Philippines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,148
53,1949,Philippines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,148
54,1950,Philippines,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0.0,148
55,1951,Philippines,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,1,1,1,0,0.0,148
56,1952,Philippines,0.0,40.0,0.0,0.0,1.0,0.0,0.0,1,1,1,0,0.0,148
57,1953,Philippines,0.0,2.0,0.0,0.0,14.333333333333334,0.0,0.0,1,1,1,1,0.0,148
58,1954,Philippines,2.0,52.0,15.0,0.0,14.333333333333334,0.0,0.0,1,1,1,1,0.0,148
59,1969,Philippines,0.0,20.0,0.0,0.0,13.0,5.0,0.0,1,0,0,0,0.0,148
60,1970,Philippines,2.0,28.0,0.0,0.0,19.666666666666668,5.0,0.0,1,1,0,0,0.0,148
61,1971,Philippines,2.0,8.0,8.0,0.6666666666666666,16.666666666666668,0.0,0.0,1,1,0,0,0.0,148
62,1972,Philippines,0.0,82.0,70.0,1.3333333333333333,18.666666666666668,2.6666666666666665,0.0,1,1,0,0,0.0,148
63,1973,Philippines,0.0,4.0,0.0,1.3333333333333333,39.333333333333336,26.0,0.0,1,1,1,0,0.0,148
64,1974,Philippines,0.0,62.0,140.0,0.6666666666666666,31.333333333333332,26.0,0.0,1,1,1,0,0.0,148
65,1975,Philippines,1.0,45.0,68.0,0.0,49.333333333333336,70.0,0.0,1,1,1,0,0.0,148
66,1976,Philippines,0.0,68.0,20.0,0.3333333333333333,37.0,69.33333333333333,0.0,1,1,1,1,0.0,148
67,1977,Philippines,0.0,30.0,25.0,0.3333333333333333,58.333333333333336,76.0,0.0,1,1,1,1,0.0,148
68,1978,Philippines,0.0,3.0,48.0,0.3333333333333333,47.666666666666664,37.666666666666664,0.0,1,1,1,1,0.0,148
69,1979,Philippines,0.0,1.0,0.0,0.0,33.666666666666664,31.0,0.0,1,1,1,1,0.0,148
70,1980,Philippines,13.0,21.0,20.0,0.0,11.333333333333334,24.333333333333332,0.0,1,1,1,1,0.0,148
71,1981,Philippines,0.0,3.0,0.0,4.333333333333333,8.333333333333334,22.666666666666668,0.0,1,1,1,1,0.0,148
72,1982,Philippines,0.0,15.0,10.0,4.333333333333333,8.333333333333334,6.666666666666667,0.0,1,1,1,1,0.0,148
73,1983,Philippines,0.0,26.0,7.0,4.333333333333333,13.0,10.0,0.0,1,1,1,1,0.0,148
74,1984,Philippines,0.0,0.0,100.0,0.0,14.666666666666666,5.666666666666667,0.0,1,1,1,1,0.0,148
75,1985,Philippines,0.0,8.0,0.0,0.0,13.666666666666666,39.0,0.0,1,1,1,1,0.0,148
76,1986,Philippines,0.0,0.0,0.0,0.0,11.333333333333334,35.666666666666664,0.0,1,1,1,1,0.0,148
77,1987,Philippines,0.0,17.0,25.0,0.0,2.6666666666666665,33.333333333333336,0.0,1,1,1,1,0.0,148
78,1988,Philippines,18.0,48.0,0.0,0.0,8.333333333333334,8.333333333333334,0.0,1,1,1,1,0.0,148
79,1989,Philippines,0.0,3.0,0.0,6.0,21.666666666666668,8.333333333333334,0.0,1,1,1,1,0.0,148
80,1990,Philippines,6.0,10.0,0.0,6.0,22.666666666666668,8.333333333333334,0.0,1,1,1,1,0.0,148
81,1991,Philippines,0.0,24.0,0.0,8.0,20.333333333333332,0.0,0.0,1,1,1,1,0.0,148
82,1992,Philippines,0.0,32.0,150.0,2.0,12.333333333333334,0.0,0.0,1,1,1,1,0.0,148
83,1993,Philippines,0.0,41.0,12.0,2.0,22.0,50.0,0.0,1,1,1,1,0.0,148
84,1994,Philippines,0.0,0.0,0.0,0.0,32.333333333333336,54.0,0.0,1,1,1,1,0.0,148
85,1995,Philippines,0.0,10.0,0.0,0.0,24.333333333333332,54.0,0.0,1,1,1,1,0.0,148
86,1997,Philippines,0.0,20.0,0.0,0.0,4.666666666666667,4.0,0.0,1,1,1,1,0.0,148
87,1999,Philippines,0.0,0.0,0.0,0.0,8.0,4.0,0.0,1,1,1,1,0.0,148
88,2000,Philippines,0.0,0.0,0.0,0.0,6.666666666666667,0.0,24055489.0,1,1,1,1,0.0,148
89,2001,Philippines,0.0,12.0,0.0,0.0,0.0,0.0,4794417.0,1,1,1,1,8018496.333333333,148
90,2002,Philippines,1.0,0.0,1.0,0.0,4.0,0.0,58512946.0,1,1,1,1,9616635.333333334,148
91,2003,Philippines,0.0,54.0,48.0,0.3333333333333333,4.0,0.3333333333333333,56971424.0,1,1,1,1,29120950.666666668,148
92,2004,Philippines,0.0,5.0,0.0,0.3333333333333333,22.0,16.333333333333332,42607803.0,1,1,1,1,40092929.0,148
93,2005,Philippines,0.0,1.0,0.0,0.3333333333333333,19.666666666666668,16.333333333333332,41410927.0,1,1,1,1,52697391.0,148
94,2006,Philippines,12.0,0.0,0.0,0.0,20.0,16.0,46204970.0,1,1,1,1,46996718.0,148
95,2007,Philippines,6.0,15.0,6.0,4.0,2.0,0.0,83618022.0,1,1,1,1,43407900.0,148
96,2008,Philippines,0.0,18.0,0.0,6.0,5.333333333333333,2.0,65679899.0,1,1,1,1,57077973.0,148
97,2009,Philippines,0.0,7.0,0.0,6.0,11.0,2.0,86290635.0,1,1,1,1,65167630.333333336,148
98,2010,Philippines,0.0,0.0,0.0,2.0,13.333333333333334,2.0,73266170.0,1,1,1,1,78529518.66666667,148
99,2011,Philippines,1.0,9.0,22.0,0.0,8.333333333333334,0.0,52339827.0,1,1,1,1,75078901.33333333,148
100,2012,Philippines,0.0,4.0,114.0,0.3333333333333333,5.333333333333333,7.333333333333333,78815134.0,1,1,1,1,70632210.66666667,148
101,2013,Philippines,0.0,45.0,125.0,0.3333333333333333,4.333333333333333,45.333333333333336,58510381.0,1,1,1,1,68140377.0,148
102,2014,Philippines,34.0,28.0,28.0,0.3333333333333333,19.333333333333332,87.0,79160649.0,1,1,1,1,63221780.666666664,148
103,2015,Philippines,3.0,6.0,16.0,11.333333333333334,25.666666666666668,89.0,112045222.0,1,1,1,1,72162054.66666667,148
104,2016,Philippines,8.0,11.0,8.0,12.333333333333334,26.333333333333332,56.333333333333336,65332000.0,1,1,1,1,83238750.66666667,148
105,1946,Russia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,154
106,1947,Russia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,154
107,1948,Russia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,154
108,1949,Russia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,154
109,1950,Russia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0.0,154
110,1946,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,63
111,1946,Thailand,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,185
112,1946,Albania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,1
113,1946,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,198
114,1946,Vietnam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,204
115,1947,Vietnam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,204
116,1948,Vietnam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,204
117,1949,Vietnam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,204
118,1950,Vietnam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0.0,204
119,1951,Vietnam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0.0,204
120,1952,Vietnam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0.0,204
121,1953,Vietnam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0.0,204
122,1954,Vietnam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0.0,204
123,1948,India,0.0,123.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,82
124,1948,Pakistan,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,141
125,1964,India,195.0,307.0,300.0,6.666666666666667,1089.6666666666667,670.6666666666666,0.0,1,1,1,1,0.0,82
126,1964,Pakistan,26.0,0.0,50.0,0.3333333333333333,21.0,1369.6666666666667,0.0,1,0,0,0,0.0,141
127,1965,India,20.0,147.0,700.0,71.66666666666667,424.0,770.6666666666666,0.0,1,1,1,1,0.0,82
128,1965,Pakistan,0.0,372.0,625.0,9.0,12.0,1386.3333333333333,0.0,1,1,0,0,0.0,141
129,1971,India,0.0,939.0,2890.0,8.666666666666666,143.0,1085.3333333333333,0.0,1,1,1,1,0.0,82
130,1971,Pakistan,0.0,118.0,200.0,1.3333333333333333,137.0,50.0,0.0,1,0,1,1,0.0,141
131,1984,India,5.0,743.0,900.0,62.333333333333336,707.6666666666666,2412.3333333333335,0.0,1,1,1,0,0.0,82
132,1984,Pakistan,3.0,10.0,780.0,6.333333333333333,117.33333333333333,505.6666666666667,0.0,1,0,0,1,0.0,141
133,1987,India,271.0,23.0,240.0,40.666666666666664,862.3333333333334,853.6666666666666,0.0,1,1,1,1,0.0,82
134,1987,Pakistan,0.0,34.0,98.0,5.0,25.666666666666668,1257.3333333333333,0.0,1,1,0,0,0.0,141
135,1989,India,21.0,22.0,100.0,141.0,45.0,9129.333333333334,0.0,1,1,1,1,0.0,82
136,1989,Pakistan,4.0,5.0,790.0,39.666666666666664,68.66666666666667,1259.0,0.0,1,1,1,0,0.0,141
137,1990,India,46.0,0.0,2532.0,109.0,21.666666666666668,8794.0,0.0,1,1,1,1,0.0,82
138,1990,Pakistan,15.0,599.0,28.0,38.333333333333336,62.333333333333336,845.6666666666666,0.0,1,1,1,0,0.0,141
139,1991,India,0.0,0.0,0.0,34.0,14.0,9558.0,0.0,1,1,1,1,0.0,82
140,1991,Pakistan,0.0,1.0,100.0,43.333333333333336,250.66666666666666,822.3333333333334,0.0,1,1,1,1,0.0,141
141,1992,India,15.0,8.0,1100.0,22.333333333333332,7.333333333333333,877.3333333333334,0.0,1,1,1,1,0.0,82
142,1992,Pakistan,0.0,61.0,87.0,6.333333333333333,201.66666666666666,306.0,0.0,1,1,1,1,0.0,141
143,1996,India,169.0,84.0,4836.0,42.666666666666664,63.666666666666664,922.0,0.0,1,1,1,1,0.0,82
144,1996,Pakistan,2.0,360.0,2020.0,47.666666666666664,53.0,51.0,0.0,1,1,1,1,0.0,141
145,1997,India,14.0,66.0,580.0,82.66666666666667,66.66666666666667,2178.6666666666665,0.0,1,1,1,1,0.0,82
146,1997,Pakistan,0.0,0.0,20.0,47.666666666666664,170.33333333333334,709.0,0.0,1,1,1,1,0.0,141
147,1998,India,179.0,987.0,1092.0,61.0,54.333333333333336,2372.0,0.0,1,1,1,1,0.0,82
148,1998,Pakistan,2.0,530.0,1047.0,45.666666666666664,127.66666666666667,680.6666666666666,0.0,1,1,1,1,0.0,141
149,1999,India,137.0,159.0,2100.0,120.66666666666667,379.0,2169.3333333333335,0.0,1,1,1,1,0.0,82
150,1999,Pakistan,17.0,50.0,0.0,1.3333333333333333,296.6666666666667,1029.0,0.0,1,1,1,1,0.0,141
151,2000,India,189.0,69.0,2231.0,110.0,404.0,1257.3333333333333,877468.0,1,1,1,1,0.0,82
152,2000,Pakistan,570.0,10.0,0.0,6.333333333333333,193.33333333333334,355.6666666666667,6215507.0,1,1,1,1,0.0,141
153,2001,India,46.0,502.0,2541.0,168.33333333333334,405.0,1807.6666666666667,1652059.0,1,1,1,1,292489.3333333333,82
154,2001,Pakistan,0.0,76.0,100.0,196.33333333333334,196.66666666666666,349.0,4193377.0,1,1,1,1,2071835.6666666667,141
155,2002,India,262.0,94.0,2250.0,124.0,243.33333333333334,2290.6666666666665,3330535.0,1,1,1,1,843175.6666666666,82
156,2002,Pakistan,378.0,16.0,0.0,195.66666666666666,45.333333333333336,33.333333333333336,1346287777.0,1,1,1,1,3469628.0,141
157,2003,India,56.0,64.0,3024.0,165.66666666666666,221.66666666666666,2340.6666666666665,3096022.0,1,1,1,1,1953354.0,82
158,2003,Pakistan,19.0,58.0,163.0,316.0,34.0,33.333333333333336,1604294227.0,1,1,1,1,452232220.3333333,141
159,2014,India,142.0,0.0,350.0,326.3333333333333,218.33333333333334,12515.0,11817335.0,1,1,1,1,7798598.666666667,82
160,2014,Pakistan,14.0,5.0,1045.0,44.0,50.0,401.3333333333333,1591051260.0,1,1,1,1,1921437587.6666667,141
161,2015,India,186.0,53.0,1367.0,372.0,198.0,12393.333333333334,9658182.0,1,1,1,1,8940730.333333334,82
162,2015,Pakistan,0.0,185.0,1180.0,42.0,32.666666666666664,709.6666666666666,1059462679.0,1,1,1,1,1650609287.0,141
163,2016,India,360.0,791.0,395.0,116.0,127.66666666666667,8992.666666666666,4167000.0,1,1,1,1,9506947.0,82
164,2016,Pakistan,202.0,22.0,30.0,42.0,77.0,1103.0,860978000.0,1,1,1,1,1488213023.0,141
165,1947,Madagascar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,108
166,1947,Paraguay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,146
167,1954,Paraguay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0.0,146
168,1989,Paraguay,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1,0,0,0,0.0,146
169,1949,Myanmar,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,126
170,1950,Myanmar,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,1,1,0,0,0.0,126
171,1951,Myanmar,0.0,10.0,0.0,0.0,3.3333333333333335,0.0,0.0,1,1,0,0,0.0,126
172,1952,Myanmar,0.0,51.0,0.0,0.0,6.666666666666667,0.0,0.0,1,1,1,0,0.0,126
173,1953,Myanmar,0.0,29.0,0.0,0.0,20.333333333333332,0.0,0.0,1,1,1,0,0.0,126
174,1954,Myanmar,0.0,63.0,0.0,0.0,30.0,0.0,0.0,1,1,1,0,0.0,126
175,1955,Myanmar,0.0,47.0,5.0,0.0,47.666666666666664,0.0,0.0,1,1,1,1,0.0,126
176,1956,Myanmar,0.0,44.0,0.0,0.0,46.333333333333336,1.6666666666666667,0.0,1,1,1,1,0.0,126
177,1957,Myanmar,1.0,12.0,0.0,0.0,51.333333333333336,1.6666666666666667,0.0,1,1,1,1,0.0,126
178,1958,Myanmar,0.0,9.0,0.0,0.3333333333333333,34.333333333333336,1.6666666666666667,0.0,1,1,1,1,0.0,126
179,1959,Myanmar,0.0,0.0,90.0,0.3333333333333333,21.666666666666668,0.0,0.0,1,1,1,1,0.0,126
180,1960,Myanmar,0.0,43.0,0.0,0.3333333333333333,7.0,30.0,0.0,1,1,1,1,0.0,126
181,1961,Myanmar,0.0,0.0,0.0,0.0,17.333333333333332,30.0,0.0,1,1,1,1,0.0,126
182,1962,Myanmar,0.0,37.0,0.0,0.0,14.333333333333334,30.0,0.0,1,1,1,1,0.0,126
183,1963,Myanmar,0.0,3.0,0.0,0.0,26.666666666666668,0.0,0.0,1,1,1,1,0.0,126
184,1964,Myanmar,2.0,1.0,0.0,0.0,13.333333333333334,0.0,0.0,1,1,1,1,0.0,126
185,1965,Myanmar,0.0,1.0,0.0,0.6666666666666666,13.666666666666666,0.0,0.0,1,1,1,1,0.0,126
186,1966,Myanmar,0.0,3.0,0.0,0.6666666666666666,1.6666666666666667,0.0,0.0,1,1,1,1,0.0,126
187,1967,Myanmar,0.0,7.0,0.0,0.6666666666666666,1.6666666666666667,0.0,0.0,1,1,1,1,0.0,126
188,1968,Myanmar,0.0,6.0,0.0,0.0,3.6666666666666665,0.0,0.0,1,1,1,1,0.0,126
189,1969,Myanmar,0.0,0.0,0.0,0.0,5.333333333333333,0.0,0.0,1,1,1,1,0.0,126
190,1970,Myanmar,0.0,12.0,25.0,0.0,4.333333333333333,0.0,0.0,1,1,1,1,0.0,126
191,1971,Myanmar,0.0,4.0,0.0,0.0,6.0,8.333333333333334,0.0,1,1,1,1,0.0,126
192,1972,Myanmar,0.0,0.0,0.0,0.0,5.333333333333333,8.333333333333334,0.0,1,1,1,1,0.0,126
193,1973,Myanmar,0.0,0.0,0.0,0.0,5.333333333333333,8.333333333333334,0.0,1,1,1,1,0.0,126
194,1974,Myanmar,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,1,1,1,1,0.0,126
195,1975,Myanmar,0.0,56.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0.0,126
196,1976,Myanmar,0.0,1.0,0.0,0.0,18.666666666666668,0.0,0.0,1,1,1,1,0.0,126
197,1977,Myanmar,8.0,14.0,0.0,0.0,19.0,0.0,0.0,1,1,1,1,0.0,126
198,1978,Myanmar,0.0,3.0,0.0,2.6666666666666665,23.666666666666668,0.0,0.0,1,1,1,1,0.0,126
199,1979,Myanmar,8.0,8.0,0.0,2.6666666666666665,6.0,0.0,0.0,1,1,1,1,0.0,126
200,1980,Myanmar,0.0,3.0,0.0,5.333333333333333,8.333333333333334,0.0,0.0,1,1,1,1,0.0,126
201,1981,Myanmar,0.0,0.0,0.0,2.6666666666666665,4.666666666666667,0.0,0.0,1,1,1,1,0.0,126
202,1982,Myanmar,0.0,1.0,0.0,2.6666666666666665,3.6666666666666665,0.0,0.0,1,1,1,1,0.0,126
203,1983,Myanmar,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,1,1,1,1,0.0,126
204,1984,Myanmar,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1,1,1,1,0.0,126
205,1985,Myanmar,4.0,4.0,0.0,0.0,0.3333333333333333,0.0,0.0,1,1,1,1,0.0,126
206,1986,Myanmar,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,0.0,0.0,1,1,1,1,0.0,126
207,1987,Myanmar,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,0.0,0.0,1,1,1,1,0.0,126
208,1988,Myanmar,6.0,0.0,0.0,1.3333333333333333,1.3333333333333333,0.0,0.0,1,1,1,1,0.0,126
209,1989,Myanmar,0.0,85.0,100.0,2.0,0.0,0.0,0.0,1,1,1,1,0.0,126
210,1990,Myanmar,19.0,77.0,299.0,2.0,28.333333333333332,33.333333333333336,0.0,1,1,1,1,0.0,126
211,1991,Myanmar,5.0,6.0,5.0,8.333333333333334,54.0,133.0,0.0,1,1,1,1,0.0,126
212,1992,Myanmar,1.0,36.0,225.0,8.0,56.0,134.66666666666666,0.0,1,1,1,1,0.0,126
213,1994,Myanmar,0.0,7.0,50.0,2.0,51.333333333333336,183.33333333333334,0.0,1,1,1,1,0.0,126
214,1995,Myanmar,0.0,7.0,0.0,0.3333333333333333,51.666666666666664,198.33333333333334,0.0,1,1,1,1,0.0,126
215,1997,Myanmar,12.0,14.0,4.0,1.0,6.333333333333333,16.666666666666668,0.0,1,1,1,1,0.0,126
216,1998,Myanmar,0.0,0.0,132.0,5.0,8.666666666666666,1.3333333333333333,0.0,1,1,1,1,0.0,126
217,2000,Myanmar,0.0,0.0,2000.0,4.0,5.333333333333333,45.333333333333336,0.0,1,1,1,1,0.0,126
218,2001,Myanmar,0.0,10.0,182.0,0.0,0.6666666666666666,710.6666666666666,0.0,1,1,1,1,0.0,126
219,2002,Myanmar,2.0,39.0,10.0,0.0,4.0,727.3333333333334,0.0,1,1,1,1,0.0,126
220,2003,Myanmar,10.0,10.0,0.0,0.6666666666666666,16.333333333333332,730.6666666666666,0.0,1,1,1,1,0.0,126
221,2004,Myanmar,38.0,0.0,666.0,4.0,19.666666666666668,64.0,0.0,1,1,1,1,0.0,126
222,2005,Myanmar,0.0,24.0,100.0,16.666666666666668,16.333333333333332,225.33333333333334,0.0,1,1,1,1,0.0,126
223,2006,Myanmar,1.0,11.0,47.0,16.0,11.333333333333334,255.33333333333334,0.0,1,1,1,1,0.0,126
224,2007,Myanmar,0.0,125.0,20.0,13.0,11.666666666666666,271.0,0.0,1,1,1,1,0.0,126
225,2008,Myanmar,5.0,0.0,57.0,0.3333333333333333,53.333333333333336,55.666666666666664,0.0,1,1,1,1,0.0,126
226,2009,Myanmar,52.0,130.0,22.0,2.0,45.333333333333336,41.333333333333336,0.0,1,1,1,1,0.0,126
227,2010,Myanmar,12.0,132.0,258.0,19.0,85.0,33.0,0.0,1,1,1,1,0.0,126
228,2011,Myanmar,1.0,78.0,67.0,23.0,87.33333333333333,112.33333333333333,0.0,1,1,1,1,0.0,126
229,2013,Myanmar,6.0,12.0,204.0,4.333333333333333,70.0,108.33333333333333,0.0,1,1,1,1,0.0,126
230,1948,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,126
231,2016,Myanmar,0.0,2.0,0.0,15.333333333333334,22.666666666666668,102.0,0.0,1,1,1,1,0.0,126
232,1996,Myanmar,3.0,5.0,0.0,0.0,42.0,123.33333333333333,0.0,1,1,1,1,0.0,126
233,1948,Costa Rica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,42
234,1948,Hyderabad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,80
235,1949,India,0.0,20.0,0.0,0.0,41.0,0.0,0.0,1,1,0,0,0.0,82
236,1950,India,0.0,395.0,160.0,0.0,47.666666666666664,0.0,0.0,1,1,0,0,0.0,82
237,1951,India,0.0,205.0,0.0,0.0,179.33333333333334,53.333333333333336,0.0,1,1,0,0,0.0,82
238,1969,India,0.0,38.0,700.0,9.333333333333334,241.66666666666666,1109.6666666666667,0.0,1,1,1,1,0.0,82
239,1970,India,0.0,61.0,640.0,8.666666666666666,188.0,1326.3333333333333,0.0,1,1,1,1,0.0,82
